,1,1074563512248
1503,136,1074563721137
1503,137,1074563722640
1503,138,1074563724143
1502,139,1074563725645
1503,140,1074563727148
1503,141,1074563728651
3006,142,1074563731657
1503,143,1074563733160
1502,144,1074563734662
1503,145,1074563736165
1503,146,1074563737668
1503,147,1074563739171
1502,148,1074563740673
1503,149,1074563742176
1503,150,1074563743679
1503,151,1074563745182
1503,152,1074563746685
1502,153,1074563748187
1503,154,1074563749690
1503,155,1074563751193
1503,156,1074563752696
1503,157,1074563754199
1502,158,1074563755701
1503,159,1074563757204
1503,160,1074563758707
1503,161,1074563760210
1503,162,1074563761713
1502,163,1074563763215
1503,164,1074563764718
1503,165,1074563766221
1503,166,1074563767724
1503,167,1074563769227
1502,168,1074563770729
1503,169,1074563772232
1503,170,1074563773735
1503,171,1074563775238
1503,172,1074563776741
1503,173,1074563778244
1502,174,1074563779746
1503,175,1074563781249
1503,176,1074563782752
1503,177,1074563784255
1502,178,1074563785757
1503,179,1074563787260
1503,180,1074563788763
3005,181,1074563791768
1503,182,1074563793271
1503,183,1074563794774
1503,184,1074563796277
1503,185,1074563797780
1503,186,1074563799283
1502,187,1074563800785
1503,188,1074563802288
1503,189,1074563803791
1503,190,1074563805294
1503,191,1074563806797
1502,192,1074563808299
1503,193,1074563809802
1503,194,1074563811305
1503,195,1074563812808
1503,196,1074563814311
1502,197,1074563815813
1519,198,1074563817332
1487,199,1074563818819
1503,200,1074563820322
1503,201,1074563821825
1502,202,1074563823327
1503,203,1074563824830
3006,204,1074563827836
1503,205,1074563829339
1502,206,1074563830841
1503,207,1074563832344
1503,208,1074563833847
1503,209,1074563835350
1503,210,1074563836853
1502,211,1074563838355
1503,212,1074563839858
1503,213,1074563841361
1503,214,1074563842864
1503,215,1074563844367
1502,216,1074563845869
1503,217,1074563847372
1503,218,1074563848875
1503,219,1074563850378
1503,220,1074563851881
1502,221,1074563853383
1503,222,1074563854886
1503,223,1074563856389
1503,224,1074563857892
1502,225,1074563859394
1503,226,1074563860897
1503,227,1074563862400
1503,228,1074563863903
1503,229,1074563865406
1502,230,1074563866908
1503,231,1074563868411
1503,232,1074563869914
1503,233,1074563871417
1503,234,1074563872920
1502,235,1074563874422
1503,236,1074563875925
1503,237,1074563877428
1503,238,1074563878931
1503,239,1074563880434
1502,240,1074563881936
1503,241,1074563883439
1503,242,1074563884942
1503,243,1074563886445
1503,244,1074563887948
1502,245,1074563889450
1503,246,1074563890953
1503,247,1074563892456
1503,248,1074563893959
1503,249,1074563895462
1502,250,1074563896964
1503,251,1074563898467
1503,252,1074563899970
1503,253,1074563901473
1503,254,1074563902976
1502,255,1074563904478
1503,256,1074563905981
1503,257,1074563907484
1503,258,1074563908987
1503,259,1074563910490
1503,260,1074563911993
1502,261,1074563913495
1503,262,1074563914998
1503,263,1074563916501
1503,264,1074563918004
1502,265,1074563919506
1503,266,1074563921009
1503,267,1074563922512
1503,268,1074563924015
1503,269,1074563925518
1502,270,1074563927020
1503,271,1074563928523
1503,272,1074563930026
1503,273,1074563931529
1503,274,1074563933032
1502,275,1074563934534
1503,276,1074563936037
1503,277,1074563937540
1503,278,1074563939043
1503,279,1074563940546
1502,280,1074563942048
1503,281,1074563943551
1503,282,1074563945054
1503,283,1074563946557
1503,284,1074563948060
1502,285,1074563949562
1503,286,1074563951065
1503,287,1074563952568
1503,288,1074563954071
1503,289,1074563955574
1502,290,1074563957076
1503,291,1074563958579
1503,292,1074563960082
1503,293,1074563961585
1503,294,1074563963088
1502,295,1074563964590
1503,296,1074563966093
1503,297,1074563967596
1503,298,1074563969099
1503,299,1074563970602
1502,300,1074563972104
1503,301,1074563973607
1503,302,1074563975110
1503,303,1074563976613
1503,304,1074563978116
1502,305,1074563979618
1503,306,1074563981121
1503,307,1074563982624
1503,308,1074563984127
1503,309,1074563985630
1502,310,1074563987132
1503,311,1074563988635
1503,312,1074563990138
1503,313,1074563991641
3005,314,1074563994646
1503,315,1074563996149
1503,316,1074563997652
1503,317,1074563999155
1503,318,1074564000658
1502,319,1074564002160
1503,320,1074564003663
1503,321,1074564005166
1503,322,1074564006669
1504,323,1074564008173
1501,324,1074564009674
1503,325,1074564011177
1503,326,1074564012680
1503,327,1074564014183
1503,328,1074564015686
1502,329,1074564017188
1503,330,1074564018691
1503,331,1074564020194
1503,332,1074564021697
1502,333,1074564023199
1503,334,1074564024702
1503,335,1074564026205
1517,336,1074564027722
1489,337,1074564029211
1503,338,1074564030714
1502,339,1074564032216
1503,340,1074564033719
1503,341,1074564035222
1503,342,1074564036725
1503,343,1074564038228
1502,344,1074564039730
1503,345,1074564041233
1503,346,1074564042736
1503,347,1074564044239
1503,348,1074564045742
1502,349,1074564047244
1503,350,1074564048747
1503,351,1074564050250
1503,352,1074564051753
1503,353,1074564053256
1502,354,1074564054758
1503,355,1074564056261
1503,356,1074564057764
1503,357,1074564059267
1502,358,1074564060769
1503,359,1074564062272
1503,360,1074564063775
1503,361,1074564065278
1503,362,1074564066781
1502,363,1074564068283
1503,364,1074564069786
1503,365,1074564071289
1503,366,1074564072792
1503,367,1074564074295
1502,368,1074564075797
1503,369,1074564077300
1503,370,1074564078803
1503,371,1074564080306
1503,372,1074564081809
1502,373,1074564083311
1503,374,1074564084814
1503,375,1074564086317
1503,376,1074564087820
1503,377,1074564089323
1502,378,1074564090825
1503,379,1074564092328
1503,380,1074564093831
1503,381,1074564095334
1503,382,1074564096837
1502,383,1074564098339
1503,384,1074564099842
1503,385,1074564101345
1503,386,1074564102848
1503,387,1074564104351
1502,388,1074564105853
1503,389,1074564107356
1503,390,1074564108859
1503,391,1074564110362
1503,392,1074564111865
1502,393,1074564113367
1503,394,1074564114870
1503,395,1074564116373
1503,396,1074564117876
1503,397,1074564119379
1503,398,1074564120882
1502,399,1074564122384
1503,400,1074564123887
1503,401,1074564125390
1503,402,1074564126893
1502,403,1074564128395
1503,404,1074564129898
1503,405,1074564131401
1503,406,1074564132904
1503,407,1074564134407
1502,408,1074564135909
1503,409,1074564137412
1503,410,1074564138915
1503,411,1074564140418
1503,412,1074564141921
1502,413,1074564143423
1503,414,1074564144926
1503,415,1074564146429
1503,416,1074564147932
1503,417,1074564149435
1502,418,1074564150937
1503,419,1074564152440
1503,420,1074564153943
1503,421,1074564155446
1503,422,1074564156949
1502,423,1074564158451
1503,424,1074564159954
1503,425,1074564161457
1503,426,1074564162960
1503,427,1074564164463
1502,428,1074564165965
1503,429,1074564167468
1503,430,1074564168971
1503,431,1074564170474
1503,432,1074564171977
1502,433,1074564173479
1503,434,1074564174982
1503,435,1074564176485
1503,436,1074564177988
1503,437,1074564179491
1502,438,1074564180993
1503,439,1074564182496
1503,440,1074564183999
1503,441,1074564185502
1503,442,1074564187005
1502,443,1074564188507
1503,444,1074564190010
1503,445,1074564191513
1503,446,1074564193016
1503,447,1074564194519
3005,448,1074564197524
1503,449,1074564199027
1503,450,1074564200530
1503,451,1074564202033
1502,452,1074564203535
1503,453,1074564205038
1503,454,1074564206541
1503,455,1074564208044
1503,456,1074564209547
1502,457,1074564211049
1503,458,1074564212552
1503,459,1074564214055
1503,460,1074564215558
1503,461,1074564217061
1518,462,1074564218579
1487,463,1074564220066
1503,464,1074564221569
1503,465,1074564223072
1503,466,1074564224575
1502,467,1074564226077
1503,468,1074564227580
1503,469,1074564229083
1503,470,1074564230586
1502,471,1074564232088
1503,472,1074564233591
1503,473,1074564235094
1503,474,1074564236597
1503,475,1074564238100
1502,476,1074564239602
1503,477,1074564241105
1503,478,1074564242608
1503,479,1074564244111
1503,480,1074564245614
1502,481,1074564247116
1503,482,1074564248619
1503,483,1074564250122
1503,484,1074564251625
1503,485,1074564253128
1502,486,1074564254630
1503,487,1074564256133
1503,488,1074564257636
1503,489,1074564259139
1503,490,1074564260642
1502,491,1074564262144
1503,492,1074564263647
1503,493,1074564265150
1503,494,1074564266653
1503,495,1074564268156
1502,496,1074564269658
1503,497,1074564271161
1503,498,1074564272664
1503,499,1074564274167
1503,500,1074564275670
1502,501,1074564277172
1503,502,1074564278675
1503,503,1074564280178
1503,504,1074564281681
1503,505,1074564283184
1502,506,1074564284686
1503,507,1074564286189
1503,508,1074564287692
1503,509,1074564289195
1503,510,1074564290698
1502,511,1074564292200
1503,512,1074564293703
1503,513,1074564295206
1503,514,1074564296709
3005,515,1074564299714
1503,516,1074564301217
1503,517,1074564302720
1503,518,1074564304223
1503,519,1074564305726
1502,520,1074564307228
1503,521,1074564308731
1503,522,1074564310234
1503,523,1074564311737
1503,524,1074564313240
1502,525,1074564314742
1503,526,1074564316245
1503,527,1074564317748
1503,528,1074564319251
1503,529,1074564320754
1502,530,1074564322256
1503,531,1074564323759
1503,532,1074564325262
1503,533,1074564326765
1503,534,1074564328268
1502,535,1074564329770
1503,536,1074564331273
1503,537,1074564332776
1503,538,1074564334279
1503,539,1074564335782
1502,540,1074564337284
1503,541,1074564338787
1503,542,1074564340290
1503,543,1074564341793
1503,544,1074564343296
1502,545,1074564344798
1503,546,1074564346301
1503,547,1074564347804
1503,548,1074564349307
1503,549,1074564350810
1502,550,1074564352312
1503,551,1074564353815
1503,552,1074564355318
1503,553,1074564356821
1503,554,1074564358324
1502,555,1074564359826
1503,556,1074564361329
1503,557,1074564362832
1503,558,1074564364335
1503,559,1074564365838
1502,560,1074564367340
1503,561,1074564368843
1503,562,1074564370346
1503,563,1074564371849
1503,564,1074564373352
1502,565,1074564374854
1503,566,1074564376357
1503,567,1074564377860
1503,568,1074564379363
1503,569,1074564380866
1502,570,1074564382368
1503,571,1074564383871
1503,572,1074564385374
1503,573,1074564386877
1503,574,1074564388380
1502,575,1074564389882
1503,576,1074564391385
1503,577,1074564392888
1503,578,1074564394391
1503,579,1074564395894
1502,580,1074564397396
1503,581,1074564398899
1503,582,1074564400402
1503,583,1074564401905
1503,584,1074564403408
1502,585,1074564404910
1503,586,1074564406413
1503,587,1074564407916
1512,588,1074564409428
1494,589,1074564410922
1502,590,1074564412424
1503,591,1074564413927
1503,592,1074564415430
1503,593,1074564416933
1503,594,1074564418436
1502,595,1074564419938
1503,596,1074564421441
1503,597,1074564422944
1503,598,1074564424447
1503,599,1074564425950
1502,600,1074564427452
3006,601,1074564430458
4508,602,1074564434966
3006,603,1074564437972
1503,604,1074564439475
1502,605,1074564440977
4509,606,1074564445486
1503,607,1074564446989
1502,608,1074564448491
1503,609,1074564449994
1503,610,1074564451497
1503,611,1074564453000
1503,612,1074564454503
1502,613,1074564456005
1503,614,1074564457508
1503,615,1074564459011
1503,616,1074564460514
1503,617,1074564462017
1502,618,1074564463519
1503,619,1074564465022
1503,620,1074564466525
1503,621,1074564468028
1503,622,1074564469531
1502,623,1074564471033
1503,624,1074564472536
1503,625,1074564474039
1503,626,1074564475542
1503,627,1074564477045
1502,628,1074564478547
1504,629,1074564480051
1502,630,1074564481553
1503,631,1074564483056
1503,632,1074564484559
1502,633,1074564486061
1503,634,1074564487564
1503,635,1074564489067
1503,636,1074564490570
1503,637,1074564492073
1503,638,1074564493576
1502,639,1074564495078
3006,640,1074564498084
1503,641,1074564499587
3005,642,1074564502592
1503,643,1074564504095
1503,644,1074564505598
1503,645,1074564507101
3005,646,1074564510106
1503,647,1074564511609
1503,648,1074564513112
1503,649,1074564514615
1502,650,1074564516117
3006,651,1074564519123
1503,652,1074564520626
1503,653,1074564522129
1502,654,1074564523631
1503,655,1074564525134
1503,656,1074564526637
1503,657,1074564528140
1503,658,1074564529643
3005,659,1074564532648
1503,660,1074564534151
1503,661,1074564535654
1503,662,1074564537157
1502,663,1074564538659
1503,664,1074564540162
1503,665,1074564541665
1503,666,1074564543168
1503,667,1074564544671
1502,668,1074564546173
1503,669,1074564547676
1503,670,1074564549179
1503,671,1074564550682
1503,672,1074564552185
1502,673,1074564553687
1503,674,1074564555190
1503,675,1074564556693
1503,676,1074564558196
1503,677,1074564559699
1502,678,1074564561201
1503,679,1074564562704
1503,680,1074564564207
1503,681,1074564565710
1503,682,1074564567213
1502,683,1074564568715
1503,684,1074564570218
1503,685,1074564571721
1503,686,1074564573224
1503,687,1074564574727
1502,688,1074564576229
1503,689,1074564577732
1503,690,1074564579235
1503,691,1074564580738
1503,692,1074564582241
1502,693,1074564583743
1503,694,1074564585246
1503,695,1074564586749
1503,696,1074564588252
1503,697,1074564589755
1503,698,1074564591258
1502,699,1074564592760
1503,700,1074564594263
1503,701,1074564595766
1503,702,1074564597269
1502,703,1074564598771
1504,704,1074564600275
1502,705,1074564601777
1503,706,1074564603280
1503,707,1074564604783
1503,708,1074564606286
1502,709,1074564607788
1503,710,1074564609291
1503,711,1074564610794
1503,712,1074564612297
1502,713,1074564613799
1503,714,1074564615302
1503,715,1074564616805
1503,716,1074564618308
1516,717,1074564619824
1489,718,1074564621313
1503,719,1074564622816
1503,720,1074564624319
1503,721,1074564625822
1502,722,1074564627324
1503,723,1074564628827
1503,724,1074564630330
1503,725,1074564631833
1503,726,1074564633336
1502,727,1074564634838
1503,728,1074564636341
1503,729,1074564637844
1503,730,1074564639347
1503,731,1074564640850
1503,732,1074564642353
1502,733,1074564643855
1503,734,1074564645358
1503,735,1074564646861
1503,736,1074564648364
1503,737,1074564649867
1502,738,1074564651369
1503,739,1074564652872
1503,740,1074564654375
1503,741,1074564655878
1502,742,1074564657380
1503,743,1074564658883
1503,744,1074564660386
1503,745,1074564661889
1503,746,1074564663392
1503,747,1074564664895
1502,748,1074564666397
1503,749,1074564667900
1503,750,1074564669403
1503,751,1074564670906
1502,752,1074564672408
1503,753,1074564673911
1503,754,1074564675414
1503,755,1074564676917
1503,756,1074564678420
1503,757,1074564679923
1502,758,1074564681425
1503,759,1074564682928
1503,760,1074564684431
1503,761,1074564685934
1502,762,1074564687436
1503,763,1074564688939
1503,764,1074564690442
1503,765,1074564691945
1503,766,1074564693448
1502,767,1074564694950
1503,768,1074564696453
1503,769,1074564697956
1503,770,1074564699459
1503,771,1074564700962
1502,772,1074564702464
1503,773,1074564703967
1503,774,1074564705470
1503,775,1074564706973
1503,776,1074564708476
1502,777,1074564709978
1503,778,1074564711481
1503,779,1074564712984
1503,780,1074564714487
1503,781,1074564715990
1502,782,1074564717492
1503,783,1074564718995
1503,784,1074564720498
1503,785,1074564722001
1503,786,1074564723504
1502,787,1074564725006
1503,788,1074564726509
1503,789,1074564728012
1503,790,1074564729515
1503,791,1074564731018
1502,792,1074564732520
1503,793,1074564734023
1503,794,1074564735526
1503,795,1074564737029
1503,796,1074564738532
1502,797,1074564740034
3006,798,1074564743040
1503,799,1074564744543
1503,800,1074564746046
1502,801,1074564747548
3006,802,1074564750554
1503,803,1074564752057
1503,804,1074564753560
1502,805,1074564755062
1503,806,1074564756565
1503,807,1074564758068
1503,808,1074564759571
1503,809,1074564761074
1503,810,1074564762577
1502,811,1074564764079
1503,812,1074564765582
1503,813,1074564767085
1503,814,1074564768588
1502,815,1074564770090
1503,816,1074564771593
1503,817,1074564773096
1503,818,1074564774599
1503,819,1074564776102
1503,820,1074564777605
1502,821,1074564779107
1503,822,1074564780610
1503,823,1074564782113
1503,824,1074564783616
1502,825,1074564785118
1503,826,1074564786621
1503,827,1074564788124
1503,828,1074564789627
1503,829,1074564791130
1502,830,1074564792632
1503,831,1074564794135
1503,832,1074564795638
1503,833,1074564797141
1503,834,1074564798644
1502,835,1074564800146
1503,836,1074564801649
1503,837,1074564803152
1503,838,1074564804655
1503,839,1074564806158
1503,840,1074564807661
1502,841,1074564809163
1519,842,1074564810682
1487,843,1074564812169
1502,844,1074564813671
1503,845,1074564815174
1503,846,1074564816677
1503,847,1074564818180
1503,848,1074564819683
1502,849,1074564821185
1503,850,1074564822688
1503,851,1074564824191
1503,852,1074564825694
1503,853,1074564827197
1503,854,1074564828700
1502,855,1074564830202
1503,856,1074564831705
1503,857,1074564833208
1503,858,1074564834711
1503,859,1074564836214
1502,860,1074564837716
1503,861,1074564839219
1503,862,1074564840722
1503,863,1074564842225
1502,864,1074564843727
1503,865,1074564845230
1503,866,1074564846733
1503,867,1074564848236
1503,868,1074564849739
1503,869,1074564851242
1502,870,1074564852744
1503,871,1074564854247
1503,872,1074564855750
1503,873,1074564857253
1502,874,1074564858755
1503,875,1074564860258
1503,876,1074564861761
1503,877,1074564863264
1503,878,1074564864767
1503,879,1074564866270
1502,880,1074564867772
1503,881,1074564869275
1503,882,1074564870778
1503,883,1074564872281
1502,884,1074564873783
1503,885,1074564875286
1503,886,1074564876789
1503,887,1074564878292
1503,888,1074564879795
1502,889,1074564881297
1503,890,1074564882800
1503,891,1074564884303
1503,892,1074564885806
1503,893,1074564887309
1503,894,1074564888812
1502,895,1074564890314
1503,896,1074564891817
1503,897,1074564893320
1503,898,1074564894823
1502,899,1074564896325
1506,900,1074564897831
1500,901,1074564899331
1503,902,1074564900834
1503,903,1074564902337
1503,904,1074564903840
1502,905,1074564905342
1503,906,1074564906845
3006,907,1074564909851
1502,908,1074564911353
1503,909,1074564912856
1503,910,1074564914359
1503,911,1074564915862
1503,912,1074564917365
1502,913,1074564918867
1503,914,1074564920370
1503,915,1074564921873
1503,916,1074564923376
1503,917,1074564924879
1502,918,1074564926381
1503,919,1074564927884
1503,920,1074564929387
1503,921,1074564930890
1503,922,1074564932393
1502,923,1074564933895
1504,924,1074564935399
1502,925,1074564936901
1503,926,1074564938404
1503,927,1074564939907
1502,928,1074564941409
1503,929,1074564942912
1503,930,1074564944415
1503,931,1074564945918
1503,932,1074564947421
1502,933,1074564948923
1503,934,1074564950426
1503,935,1074564951929
1503,936,1074564953432
1503,937,1074564954935
1502,938,1074564956437
1503,939,1074564957940
1503,940,1074564959443
1503,941,1074564960946
1503,942,1074564962449
1502,943,1074564963951
1503,944,1074564965454
1503,945,1074564966957
1503,946,1074564968460
1503,947,1074564969963
1502,948,1074564971465
1503,949,1074564972968
1503,950,1074564974471
1503,951,1074564975974
1503,952,1074564977477
1502,953,1074564978979
1503,954,1074564980482
1503,955,1074564981985
1503,956,1074564983488
1503,957,1074564984991
1502,958,1074564986493
1503,959,1074564987996
1503,960,1074564989499
1503,961,1074564991002
1503,962,1074564992505
1503,963,1074564994008
1502,964,1074564995510
1503,965,1074564997013
1503,966,1074564998516
1502,967,1074565000018
1503,968,1074565001521
1503,969,1074565003024
1503,970,1074565004527
1503,971,1074565006030
1503,972,1074565007533
1502,973,1074565009035
1503,974,1074565010538
1503,975,1074565012041
1503,976,1074565013544
1503,977,1074565015047
1502,978,1074565016549
1503,979,1074565018052
1503,980,1074565019555
1515,981,1074565021070
1491,982,1074565022561
1502,983,1074565024063
1503,984,1074565025566
1503,985,1074565027069
1503,986,1074565028572
1503,987,1074565030075
1502,988,1074565031577
1503,989,1074565033080
1503,990,1074565034583
1503,991,1074565036086
1502,992,1074565037588
1503,993,1074565039091
1503,994,1074565040594
1503,995,1074565042097
1503,996,1074565043600
1502,997,1074565045102
1503,998,1074565046605
1503,999,1074565048108
1503,1000,1074565049611
1503,1001,1074565051114
1503,1002,1074565052617
1502,1003,1074565054119
1503,1004,1074565055622
1503,1005,1074565057125
1503,1006,1074565058628
1503,1007,1074565060131
1502,1008,1074565061633
1503,1009,1074565063136
1503,1010,1074565064639
1503,1011,1074565066142
1502,1012,1074565067644
1503,1013,1074565069147
1503,1014,1074565070650
1503,1015,1074565072153
1503,1016,1074565073656
1502,1017,1074565075158
1503,1018,1074565076661
1503,1019,1074565078164
1503,1020,1074565079667
1503,1021,1074565081170
1503,1022,1074565082673
1502,1023,1074565084175
1503,1024,1074565085678
1503,1025,1074565087181
1503,1026,1074565088684
1502,1027,1074565090186
1503,1028,1074565091689
1503,1029,1074565093192
1503,1030,1074565094695
1503,1031,1074565096198
1502,1032,1074565097700
1503,1033,1074565099203
1503,1034,1074565100706
1503,1035,1074565102209
1503,1036,1074565103712
1502,1037,1074565105214
1503,1038,1074565106717
1503,1039,1074565108220
1503,1040,1074565109723
1503,1041,1074565111226
1503,1042,1074565112729
1502,1043,1074565114231
1503,1044,1074565115734
1503,1045,1074565117237
1503,1046,1074565118740
1503,1047,1074565120243
1502,1048,1074565121745
1503,1049,1074565123248
1503,1050,1074565124751
1503,1051,1074565126254
1503,1052,1074565127757
1502,1053,1074565129259
1503,1054,1074565130762
1503,1055,1074565132265
1503,1056,1074565133768
1502,1057,1074565135270
1503,1058,1074565136773
1503,1059,1074565138276
1503,1060,1074565139779
1503,1061,1074565141282
1502,1062,1074565142784
1503,1063,1074565144287
1503,1064,1074565145790
1503,1065,1074565147293
1503,1066,1074565148796
1502,1067,1074565150298
1503,1068,1074565151801
1503,1069,1074565153304
1503,1070,1074565154807
1503,1071,1074565156310
1502,1072,1074565157812
1503,1073,1074565159315
1503,1074,1074565160818
1503,1075,1074565162321
1503,1076,1074565163824
1502,1077,1074565165326
1503,1078,1074565166829
1503,1079,1074565168332
1503,1080,1074565169835
1503,1081,1074565171338
1503,1082,1074565172841
1502,1083,1074565174343
1503,1084,1074565175846
1503,1085,1074565177349
1503,1086,1074565178852
1502,1087,1074565180354
1503,1088,1074565181857
1503,1089,1074565183360
1503,1090,1074565184863
1503,1091,1074565186366
1502,1092,1074565187868
1503,1093,1074565189371
1503,1094,1074565190874
1503,1095,1074565192377
1503,1096,1074565193880
1503,1097,1074565195383
1502,1098,1074565196885
1503,1099,1074565198388
1503,1100,1074565199891
1503,1101,1074565201394
1502,1102,1074565202896
1503,1103,1074565204399
1503,1104,1074565205902
1503,1105,1074565207405
1502,1106,1074565208907
1503,1107,1074565210410
1516,1108,1074565211926
2993,1109,1074565214919
1502,1110,1074565216421
1504,1111,1074565217925
1502,1112,1074565219427
1503,1113,1074565220930
1503,1114,1074565222433
1503,1115,1074565223936
1502,1116,1074565225438
1503,1117,1074565226941
1503,1118,1074565228444
1503,1119,1074565229947
1503,1120,1074565231450
1502,1121,1074565232952
1503,1122,1074565234455
1503,1123,1074565235958
1503,1124,1074565237461
1502,1125,1074565238963
1503,1126,1074565240466
1503,1127,1074565241969
1503,1128,1074565243472
1503,1129,1074565244975
1503,1130,1074565246478
1502,1131,1074565247980
1503,1132,1074565249483
1503,1133,1074565250986
1503,1134,1074565252489
1502,1135,1074565253991
1503,1136,1074565255494
1503,1137,1074565256997
1503,1138,1074565258500
1503,1139,1074565260003
1502,1140,1074565261505
1503,1141,1074565263008
1503,1142,1074565264511
1503,1143,1074565266014
1503,1144,1074565267517
1503,1145,1074565269020
1502,1146,1074565270522
1503,1147,1074565272025
1503,1148,1074565273528
1503,1149,1074565275031
1502,1150,1074565276533
1503,1151,1074565278036
1503,1152,1074565279539
1503,1153,1074565281042
1503,1154,1074565282545
1502,1155,1074565284047
1503,1156,1074565285550
1503,1157,1074565287053
1503,1158,1074565288556
1503,1159,1074565290059
1502,1160,1074565291561
1503,1161,1074565293064
1503,1162,1074565294567
1503,1163,1074565296070
1503,1164,1074565297573
1502,1165,1074565299075
1503,1166,1074565300578
1503,1167,1074565302081
1503,1168,1074565303584
1503,1169,1074565305087
1502,1170,1074565306589
1503,1171,1074565308092
1503,1172,1074565309595
1503,1173,1074565311098
1503,1174,1074565312601
1502,1175,1074565314103
1504,1176,1074565315607
1502,1177,1074565317109
1503,1178,1074565318612
1503,1179,1074565320115
1502,1180,1074565321617
1503,1181,1074565323120
1503,1182,1074565324623
1503,1183,1074565326126
1503,1184,1074565327629
1502,1185,1074565329131
1504,1186,1074565330635
1502,1187,1074565332137
1503,1188,1074565333640
1503,1189,1074565335143
1503,1190,1074565336646
1502,1191,1074565338148
1503,1192,1074565339651
1503,1193,1074565341154
1503,1194,1074565342657
1502,1195,1074565344159
1503,1196,1074565345662
1503,1197,1074565347165
1503,1198,1074565348668
1503,1199,1074565350171
1502,1200,1074565351673
1503,1201,1074565353176
1503,1202,1074565354679
1503,1203,1074565356182
1503,1204,1074565357685
1502,1205,1074565359187
1503,1206,1074565360690
1503,1207,1074565362193
1503,1208,1074565363696
1503,1209,1074565365199
1502,1210,1074565366701
1503,1211,1074565368204
1503,1212,1074565369707
1503,1213,1074565371210
1503,1214,1074565372713
1502,1215,1074565374215
1503,1216,1074565375718
1503,1217,1074565377221
1503,1218,1074565378724
1503,1219,1074565380227
1502,1220,1074565381729
1504,1221,1074565383233
1502,1222,1074565384735
1503,1223,1074565386238
1503,1224,1074565387741
1502,1225,1074565389243
1503,1226,1074565390746
1503,1227,1074565392249
1503,1228,1074565393752
1503,1229,1074565395255
1503,1230,1074565396758
1502,1231,1074565398260
1503,1232,1074565399763
1503,1233,1074565401266
1511,1234,1074565402777
1495,1235,1074565404272
1502,1236,1074565405774
1503,1237,1074565407277
1503,1238,1074565408780
1503,1239,1074565410283
1502,1240,1074565411785
1503,1241,1074565413288
1503,1242,1074565414791
3005,1243,1074565417796
1503,1244,1074565419299
1503,1245,1074565420802
1520,1246,1074565422322
1486,1247,1074565423808
1502,1248,1074565425310
1504,1249,1074565426814
1502,1250,1074565428316
1503,1251,1074565429819
1503,1252,1074565431322
1503,1253,1074565432825
1502,1254,1074565434327
1503,1255,1074565435830
1503,1256,1074565437333
1503,1257,1074565438836
1503,1258,1074565440339
1502,1259,1074565441841
1503,1260,1074565443344
1503,1261,1074565444847
1503,1262,1074565446350
1502,1263,1074565447852
1503,1264,1074565449355
1503,1265,1074565450858
1503,1266,1074565452361
1503,1267,1074565453864
1502,1268,1074565455366
1503,1269,1074565456869
1503,1270,1074565458372
1503,1271,1074565459875
1503,1272,1074565461378
1502,1273,1074565462880
1503,1274,1074565464383
1503,1275,1074565465886
1503,1276,1074565467389
1503,1277,1074565468892
1502,1278,1074565470394
1503,1279,1074565471897
1503,1280,1074565473400
1503,1281,1074565474903
1503,1282,1074565476406
1503,1283,1074565477909
1502,1284,1074565479411
1503,1285,1074565480914
1503,1286,1074565482417
1503,1287,1074565483920
1503,1288,1074565485423
1502,1289,1074565486925
1503,1290,1074565488428
1503,1291,1074565489931
1503,1292,1074565491434
1502,1293,1074565492936
1503,1294,1074565494439
1503,1295,1074565495942
1503,1296,1074565497445
1503,1297,1074565498948
1503,1298,1074565500451
1502,1299,1074565501953
1503,1300,1074565503456
1503,1301,1074565504959
1503,1302,1074565506462
1502,1303,1074565507964
1503,1304,1074565509467
1503,1305,1074565510970
1503,1306,1074565512473
1503,1307,1074565513976
1503,1308,1074565515479
1502,1309,1074565516981
1503,1310,1074565518484
1503,1311,1074565519987
1503,1312,1074565521490
1503,1313,1074565522993
1502,1314,1074565524495
1503,1315,1074565525998
1503,1316,1074565527501
1503,1317,1074565529004
1502,1318,1074565530506
1503,1319,1074565532009
1503,1320,1074565533512
1503,1321,1074565535015
1503,1322,1074565536518
1502,1323,1074565538020
1503,1324,1074565539523
1503,1325,1074565541026
1503,1326,1074565542529
1503,1327,1074565544032
1502,1328,1074565545534
1503,1329,1074565547037
1503,1330,1074565548540
1503,1331,1074565550043
1503,1332,1074565551546
1502,1333,1074565553048
1503,1334,1074565554551
1503,1335,1074565556054
1503,1336,1074565557557
1502,1337,1074565559059
1504,1338,1074565560563
1502,1339,1074565562065
1503,1340,1074565563568
1503,1341,1074565565071
1503,1342,1074565566574
1502,1343,1074565568076
1503,1344,1074565569579
1503,1345,1074565571082
1503,1346,1074565572585
1503,1347,1074565574088
1502,1348,1074565575590
1503,1349,1074565577093
1503,1350,1074565578596
1503,1351,1074565580099
1502,1352,1074565581601
1503,1353,1074565583104
1503,1354,1074565584607
1503,1355,1074565586110
1503,1356,1074565587613
1502,1357,1074565589115
1503,1358,1074565590618
1503,1359,1074565592121
1503,1360,1074565593624
1503,1361,1074565595127
1503,1362,1074565596630
1502,1363,1074565598132
1503,1364,1074565599635
1503,1365,1074565601138
1503,1366,1074565602641
1502,1367,1074565604143
1503,1368,1074565605646
1503,1369,1074565607149
1503,1370,1074565608652
1503,1371,1074565610155
1503,1372,1074565611658
